Preferred_Contact_Method,Product_Category_Preferences
Phone,"there, medical, fine, teacher, make"
Email,"ball, far"
SMS,"positive, speak"
Phone,"back, city, area, right"
SMS,"window, draw, key, success"
Email,"pick, Mr"
SMS,"sea, deep, social"
SMS,help
SMS,movie
Email,"fine, agree, rule, fact"
Phone,throw
SMS,former
Email,activity
SMS,"free, scene, water"
SMS,"woman, pick, world, rest"
Email,whatever
Email,"dream, above, opportunity, even, garden"
Email,"number, sit, son, run"
Email,"throw, own, arrive"
Phone,"rock, determine, young"
Email,"car, could, mouth, environment"
Phone,"total, growth, without"
SMS,"every, heavy, ask, account, cause"
Email,"tell, vote, throughout"
Phone,"end, visit"
Email,"like, sometimes, value, maybe, might"
Phone,"start, modern, really"
SMS,"despite, same, event, item, almost"
Email,"sure, nature"
Email,"rise, line, indicate, space"
Phone,"visit, discover"
SMS,skin
Phone,crime
Phone,development
Phone,"member, kind, including, current"
Phone,"throw, today, official, operation, look"
SMS,back
SMS,"leg, visit"
SMS,"your, writer, ever, until, seat"
Email,"worker, despite, role, film"
Phone,"top, rise, agency, look"
Phone,"seat, never, six, this, human"
Email,"ability, gun, reality, win, together"
SMS,"option, both, read"
Email,"rock, shoulder"
Phone,"course, door, yourself, push, hard"
Email,"next, share"
Phone,"thousand, industry"
Email,"put, pull"
Phone,"argue, challenge, million, most"
Email,"theory, red, direction"
Phone,"west, again"
Phone,"story, remember, message"
Email,"left, Republican, far, base, president"
Email,"listen, audience, wait, face"
Phone,dinner
Phone,"spend, live, them, entire, former"
SMS,"new, president"
Phone,"language, often"
Email,we
Phone,"every, fast"
Email,"although, avoid, as, western"
Phone,by
Email,"six, floor, billion, task"
Email,be
Phone,"from, apply, individual"
Phone,"industry, treatment, military, economic"
Email,"offer, pay, simply, nice"
Phone,attorney
Email,"top, receive, fish, such"
SMS,"cold, too, resource, learn"
Phone,"happen, manager, opportunity"
Email,drive
SMS,weight
Email,"talk, adult"
Email,"huge, late"
Phone,while
Email,"language, half, benefit"
Email,"teacher, style, season, service"
Email,common
Phone,"effect, choose, great, style"
SMS,"assume, front, walk, draw, you"
Email,"mother, do, star, return"
SMS,"garden, paper, safe"
SMS,"situation, create, girl, hand"
Phone,"total, forget, friend"
Email,"understand, he, understand, method, woman"
Email,"poor, watch"
Phone,"special, serious, level, national"
Email,cover
Email,"pressure, upon, say"
SMS,"might, trial, opportunity, edge"
Phone,"enter, general, soon, air, south"
SMS,environmental
Email,"kind, seem, might, season"
Email,"a, service, feel, name, suffer"
Phone,"policy, ability, end"
Phone,"account, system, might, near, bit"
Email,"three, him, that, night"
Phone,"tree, three"
Phone,"buy, husband, guess, one, conference"
Phone,"citizen, into, door, carry, son"
Email,"benefit, step, attention, almost"
Phone,"popular, event, call, wall"
Email,"star, identify"
Phone,"win, him, major, true"
Email,growth
SMS,attention
Phone,"side, consider"
Phone,"marriage, recent, leader"
Email,such
SMS,year
Email,"speech, big, hot, performance, the"
SMS,"bar, a"
SMS,none
Email,"matter, ago"
Phone,"many, future, exactly"
SMS,"land, book"
Email,"claim, cost, light"
SMS,"state, down"
Email,"anything, thousand, road, oil"
Email,"only, certain, trouble"
SMS,"fear, oil, six, will, part"
SMS,"team, turn"
Phone,"scientist, use, only, college, into"
Phone,"real, speech"
Phone,"up, thousand, skill"
Email,sister
Email,"resource, finish, significant, religious"
Email,"seek, matter, whatever, ready, fire"
Phone,"officer, produce, feeling, bag, start"
Phone,far
Email,"close, economic, understand"
SMS,"popular, heart, center, push, least"
Phone,"simply, role, garden, certainly, show"
SMS,tell
SMS,"education, listen, dark"
Phone,"economy, identify, safe"
Email,"own, side, answer"
SMS,"side, serious, fly, eye"
Phone,"bad, fine, travel, bad, style"
Phone,"law, should, dog"
Email,"establish, enter, thank, discover"
SMS,"group, instead"
SMS,"rather, stuff, sound, rock, hair"
Email,"step, meeting, question, book"
Email,"if, eight, south, push, general"
Email,"program, news"
Email,"first, mind, whether, charge"
SMS,"arrive, admit, defense"
SMS,"fast, lot, model, president, beyond"
Email,"firm, increase, wait, develop, strategy"
SMS,"able, turn, fill"
SMS,"professional, shake, seven, finally"
Phone,"book, center, onto, economic, fish"
SMS,"go, land, soldier"
SMS,his
Email,"although, PM, on"
SMS,industry
Email,"during, ground"
Phone,support
Email,race
SMS,"build, affect, product, risk"
Email,physical
Phone,commercial
Phone,"oil, director, shake, sense"
SMS,"old, this, ahead"
Email,"word, knowledge, build, minute"
Email,"current, exist, blue, over"
Phone,"rest, chair, their"
Phone,"would, item"
SMS,"since, machine, increase, serious, maybe"
SMS,decade
Phone,"name, subject, assume"
Phone,"leader, another, education, wish, sure"
Email,wind
Email,"often, law, continue, page, increase"
Email,it
SMS,"eat, accept"
SMS,"wait, less, article"
Email,"despite, house"
Email,"region, discussion"
SMS,"tree, myself, voice, senior"
Email,"hit, theory"
Phone,"challenge, truth, meet"
Phone,"employee, seat"
Email,buy
SMS,"begin, enter, age, away"
SMS,"democratic, red, voice"
SMS,"activity, should, economic, house, wear"
SMS,"cold, agree, many"
Phone,certain
Phone,"here, student, sea, girl, happen"
Phone,"reason, above"
Email,"hold, study"
Phone,"fear, long"
Email,"article, well, four, hospital, worker"
Phone,"doctor, life, outside, customer, condition"
Phone,"energy, exactly"
Email,stay
Email,"news, attorney"
Phone,"military, culture, interesting, rest, full"
SMS,"provide, idea, age, hear"
Email,appear
SMS,"trip, performance, practice"
Email,"staff, never, sort, arrive"
Phone,"mind, growth, public, share, wall"
Email,"choice, treat, range"
SMS,"author, range, continue, great, finally"
Email,"us, American, such"
SMS,"into, she, wife, choice"
SMS,"home, give, believe"
Phone,"campaign, partner, look, wrong, expect"
Phone,"various, hold, late, detail, management"
Phone,"police, country, through, act"
Phone,"fire, cover, nice, foot"
SMS,and
SMS,"feeling, tell, resource"
Email,page
Phone,"interview, everybody, none, address"
Email,town
Email,"a, natural, plant, part"
SMS,"machine, try"
Phone,"story, wide"
Email,"number, direction"
SMS,"office, thus, during, bill, agency"
Phone,"space, and, short, various, compare"
SMS,determine
Phone,"sure, own, television"
Email,"discuss, role, military, whether, place"
Phone,"animal, day"
Phone,"morning, difficult, responsibility"
Email,"interest, modern, not, factor, door"
Email,"entire, wear, probably"
Email,"black, of, forget, cold, region"
Phone,employee
SMS,"task, research, house, including"
Email,"board, produce, born, popular, describe"
Phone,"type, movement, open, series"
Phone,"policy, Republican, really"
Email,"baby, type, difficult"
Phone,"very, former, crime"
Phone,amount
SMS,"it, vote"
Email,"same, lay"
Email,"serve, world, again, eat, TV"
Email,"scene, positive, western"
Email,"happen, away, until, strong"
SMS,buy
SMS,"exactly, crime"
Phone,yourself
Email,four
Phone,theory
Phone,"raise, near, campaign, show"
Email,"thank, entire, level, set"
Email,specific
Email,"compare, focus, little, author"
SMS,degree
SMS,"everybody, car, office, car, response"
Email,"activity, stop, size, fine, few"
Phone,"difficult, cell, produce, buy"
Email,"particularly, parent, leave, food"
SMS,"although, agree"
SMS,"plan, ask, right, tree"
Email,"interview, role, difference"
Email,"cut, discover"
Phone,"song, meet, central"
Phone,"former, business, majority, woman, friend"
Phone,"never, population, card, effort, evening"
Email,"less, happen, up, start"
SMS,"artist, focus"
Email,"three, cup, machine, cause, audience"
SMS,"create, visit, again, specific, hold"
SMS,back
Email,during
Email,prepare
Email,"sing, mouth"
Email,"never, pattern, weight, huge, impact"
Phone,"modern, son, cup, church"
Email,"miss, world, specific"
Phone,art
Email,"billion, ten, notice, rate, trial"
Phone,"investment, company, apply"
SMS,"factor, east, one"
Email,"follow, perform, dog, of"
Phone,"run, interesting, choose, key"
Email,up
Email,spend
Phone,"put, war"
Email,"none, better, alone, star"
Email,"loss, happen, surface"
Phone,"read, clear, interview, later"
SMS,"his, science, step, popular, would"
Phone,"eye, score, produce"
Email,recognize
Phone,foot
SMS,offer
Email,wind
Email,"that, crime, think, also"
Email,"skill, car, listen, word, bring"
Phone,"professor, all, and"
Email,"somebody, so, watch, anyone"
SMS,certain
SMS,"thought, recognize, bring, new, especially"
SMS,"per, inside"
Phone,"pressure, successful, art, commercial, expect"
SMS,"five, coach, reach"
SMS,"recently, tough, its"
Phone,"letter, door, result, why, language"
Phone,"start, ever, month, budget, less"
SMS,"by, system"
Email,"left, rather"
Phone,"quite, book, line, direction, smile"
Phone,"like, process"
SMS,"along, exist, view, method"
SMS,"see, end, live, loss, else"
Phone,mean
Phone,agent
Phone,"media, so, write, financial, total"
SMS,"decade, write, affect, safe, international"
Email,"better, interesting, charge"
Email,red
Email,rule
Email,"single, night, data"
Phone,offer
Phone,"girl, other, business"
Phone,"painting, bill"
Phone,"mention, myself"
SMS,"structure, voice, with"
SMS,"firm, hair, explain, other, second"
Phone,"couple, season"
Email,than
Phone,beat
SMS,"poor, camera, pressure"
Phone,"me, part, writer"
Phone,"send, positive, throw, reflect, behind"
SMS,"reduce, despite, we, wall"
Phone,"pressure, discussion, maintain"
SMS,"summer, action, network"
SMS,"out, fill, commercial"
Email,there
Phone,discuss
Phone,"black, commercial, stay, great"
Phone,"agent, finish, light"
Phone,"effort, pass, could, former"
Phone,"believe, available, eye, support"
Email,daughter
Email,"truth, while, rather"
SMS,"current, whatever, model, standard, difficult"
SMS,"performance, entire, movie, order"
Phone,"hotel, capital, themselves"
SMS,"decide, break, beautiful, head"
Email,"between, cause, majority, its, five"
SMS,"newspaper, operation"
Email,"care, long, better, share"
SMS,"operation, situation, expert, our"
SMS,"series, difficult, single, technology"
Email,"evidence, administration"
SMS,"particular, interest, manage"
SMS,"new, my"
SMS,rich
Email,push
SMS,"artist, usually, Congress"
Phone,"red, natural, group, well"
SMS,"police, painting"
SMS,"vote, day, fast"
Email,"bit, certainly"
Phone,"week, I, idea, check, eye"
Email,"clearly, these, push"
Phone,"since, stop, year, owner, tend"
SMS,"claim, price, executive, water, kitchen"
Phone,husband
Phone,"surface, direction, change, drive"
Email,"laugh, series, son, that, wrong"
Email,"other, building, animal, month"
Email,"open, military, spend"
Phone,"window, certain, agree, production, author"
SMS,"nature, oil, read, floor"
Phone,"for, green"
Email,"support, people, really, drug, send"
Phone,"along, teacher, plan, now"
Email,"find, maintain, structure, training"
Phone,"true, even, democratic, evening"
Phone,"into, certain, service, real"
Phone,"respond, great, drive, seem, keep"
Phone,"campaign, local, decide, foreign"
SMS,"others, herself, ability, look"
Phone,"along, most, task, state, cost"
Email,claim
Email,"customer, decide, street, camera, thing"
Phone,nor
Phone,reveal
Email,letter
Phone,"difficult, house, whose"
Phone,"small, describe"
Phone,"serious, lot, statement, meeting, unit"
Phone,"summer, mission, recognize, reason"
SMS,"must, great, notice"
Email,drug
SMS,"throw, resource, make"
Email,"low, with, them, science, information"
SMS,"gas, last, environment"
Phone,"range, beyond"
Phone,media
Email,"want, I, level, health, show"
SMS,"claim, able, picture, blue, opportunity"
SMS,"your, right, citizen, much"
SMS,"picture, might, of"
Email,"work, wait, doctor, establish"
Phone,something
SMS,"health, talk, good"
SMS,"discussion, grow, four"
Email,"group, party, water, knowledge, often"
Email,"question, room, above"
Email,"explain, day, mind"
Phone,left
Email,ahead
SMS,"pretty, tax, nature, gun, mean"
Email,"community, Mrs"
SMS,might
SMS,"woman, stand"
Phone,"consumer, occur, any"
Phone,popular
Phone,"leg, state, notice, ball, best"
Email,"owner, phone"
SMS,"religious, challenge"
Email,debate
Phone,"important, even, over, after, project"
SMS,"hotel, past"
SMS,"center, learn, just, mother"
Email,"contain, stuff"
SMS,"middle, agency, film"
Phone,"national, rest"
Email,"health, sign, pick, where, though"
Phone,none
SMS,"other, father"
Email,"those, quite, parent, fly"
Phone,"defense, someone, national, some"
SMS,"effort, article"
Phone,"where, husband, surface"
Email,"finally, shoulder"
SMS,"manager, begin, us, continue"
Email,"company, similar"
Phone,"foot, bill"
SMS,"brother, bit, red, treatment"
Phone,this
Email,"field, someone"
Phone,"upon, identify, understand, recent"
Phone,magazine
Email,"produce, best"
SMS,"stage, student"
Phone,center
SMS,"end, foreign, religious, add, social"
Phone,"two, recently, along, nearly"
SMS,"become, take"
SMS,change
Email,"industry, Mr, arrive, later, management"
Phone,may
Email,would
Phone,"show, organization"
Email,"kitchen, rise, theory, moment, order"
SMS,"improve, alone"
SMS,"current, see, citizen"
Email,"civil, color"
Email,"her, past, station, finish, time"
SMS,grow
Email,player
Phone,"well, it, Mr, rest, gas"
Phone,"current, line, agreement"
Email,skill
Phone,keep
Email,"reason, garden"
Email,meet
Phone,"everything, toward, military, especially"
Email,"herself, man, than, computer"
Email,"little, purpose"
Phone,"dark, morning"
Phone,quite
Email,"history, degree, shoulder, among, whole"
SMS,"full, drop, real, above"
Phone,"money, long, operation"
Email,"certainly, fall"
Email,"sort, newspaper, mean, receive, responsibility"
Phone,"subject, team"
Phone,"cut, worker, whose, rich"
Phone,"expect, your, seat"
Email,"TV, right, might"
Phone,"positive, shoulder"
Phone,"run, hotel, fly, truth, carry"
Phone,"kitchen, thus"
SMS,especially
Email,wrong
SMS,"spend, involve"
Phone,Democrat
SMS,"hotel, kid, two"
SMS,"somebody, military, concern, majority"
Phone,"something, enter, hit"
Phone,"home, miss, to, bag, that"
Phone,study
Email,"least, might, camera, behavior, none"
Phone,"music, fund, process, these, before"
Phone,"itself, full, Republican, kid, ready"
Email,"door, affect"
Email,"rate, look, top"
SMS,"me, her, represent"
Email,"despite, modern"
Email,prove
SMS,"media, population, job"
Phone,politics
Email,"fill, in, glass, building, group"
Email,"letter, wear, cup, education"
SMS,"score, deep, player"
Phone,"factor, indicate, magazine, move, line"
Email,"art, science, end, land, big"
SMS,"amount, use, site, form"
Phone,"head, network, especially, there, red"
SMS,turn
Phone,beyond
